bes,besedilo
odpréti,"odpréti -prèm dov., odpŕl (ẹ́ ȅ) \n1. dati kaj v tak položaj\na) da je mogoč prehod, vstop ali izstop: odpreti okno, vrata; odpreti zapornice; odpreti za ped; hrupno, tiho odpreti; odpreti nastežaj; vrata so se nenadoma sama odprla\nb) da postane notranjost dostopna: odpreti omaro, sobo / odprla je klavir in začela igrati; odpreti predal\n // navadno z dajalnikom z odprtjem vrat omogočiti komu vstop ali izstop: odprl jim je sam gospodar; kdo nam pride odpret; dolgo ji ni nihče odprl / odpreti ovcam stajo / odpreti kokoši izpustiti jih iz kurnika\n // kot nagovor ljudje, odprite\n2. z odstranitvijo določenega dela na čem narediti dostopno notranjost, vsebino: odpreti kozarec, škatlo; odpreti steklenico / odpreti pismo; oporoko so odprli na sodišču\n // s prerezom narediti notranjost dostopno: odpreti pacientu glavo, prsni koš / odpreti gnojno bulo, veno na vratu / odpreti divjad odstraniti ji drobovje\n // pog. bolnico so samo odprli in takoj zašili\n3. narediti, da prilegajoči se deli česa niso več drug ob drugem: odpreti školjko; na široko je odprl veke; zrel strok se je odprl / odpreti oči, usta / roža odpre cvet / pri potresu se je zemlja odprla je nastala razpoka, jama v njej\n // narediti, da kaj ni sklenjeno: odpreti člen na verigi; odpreti obroček / odpreti krog pri plesu\n // narediti, da kaj pride v položaj, značilen pri uporabljanju: odpreti dežnik, pahljačo; padalo se ni hotelo odpreti / odpreti knjigo; odprla je note, kakor da bi igrala / odpreti žepni nož izvleči rezilo\n4. dati del priprave v tak položaj, da ima kaj prosto pot: odpreti pipo, ventil / pog.: odpreti radio, televizor vključiti; sedel je k radiu in odprl Ljubljano poiskal zvezo z radijsko oddajno postajo Ljubljana\n // na tak način omogočiti izhod česa: odpreti paro, plin / odpreti vodo v kopalnici\n5. začeti delati, poslovati: lokal, trgovino odprejo ob sedmih; blagajna se odpre čez pol ure\n6. narediti, da se kje začne kaka (poklicna) dejavnost: odpreti nov obrat; banka je odprla dve podružnici; odpreti veleposlaništvo v kaki državi / odpreti novo linijo v avtobusnem prometu / pog. odprl je obrt postal je samostojen obrtnik\n // pog. sovražnik je odprl novo bojišče začel napad drugje, na drugem ozemlju\n // odpreti novo delovno mesto\n7. izročiti, dati v javno, splošno uporabo, navadno slovesno, po predpisih: odpreti dom, most; cesto bodo odprli za republiški praznik / odprli so novo smučarsko središče uredili, zgradili\n // dati v uporabo: predor so po dolgotrajnem popravljanju le odprli / odpreti prekop za mednarodno plovbo / miličnik je odprl cesto, križišče\n // narediti kaj dostopno za javnost, obiskovalce: odpreti grad, park / odpreti kaj za javnost / odpreti dom številnim obiskovalcem / odpreti revijo mlajšim sodelavcem\n8. narediti, da kaj začne potekati, navadno slovesno, po predpisih: kongres je odprl predsednik mednarodnega združenja; odpreti prireditev / odpreti sejo, zasedanje\n // začeti kaj sploh: s tem delom so odprli letošnjo gledališko sezono / odpreti debato; publ. odpreti polemiko / publ. odpreti problem, vprašanje začeti govoriti, razpravljati o njem\n9. v zvezi odpreti pot, vrata omogočiti komu, da lahko kam gre, pride: ta poraz je odprl sovražniku pot v zaledje; s prekopom se je ladjam odprla direktna pot na morje / nova iznajdba mu je odprla pot, vrata v svet\n // publ. omogočiti nastop, uveljavljanje česa: odpreti vrata tržnemu gospodarjenju; odpreti vrata novim težnjam v umetnosti / odpreti vrata mirovni konferenci; gledališče je že v prvi sezoni odprlo pot, vrata klasiki je začelo uprizarjati klasična dela\n10. voj., v zvezi z ogenj začeti močno obstreljevati določen cilj: četa je odprla strojnični, topovski ogenj; odpreti ogenj iz pušk; odpreti ogenj na sovražno postojanko\n● ekspr. starši so bili pripravljeni odpreti denarnico dati denar za kaj; ekspr. odpreti komu svojo dušo, svoje srce izpovedati mu svoja čustva, misli; dijak sploh ni odprl knjige se ni učil, bral; ekspr. svojim učencem je odprl lepote domačih pesnikov pokazal, razkril; odpreti mejo dovoliti prihod, uvoz v državo, na ozemlje ali odhod, izvoz iz države, z ozemlja; publ. odpreti možnosti za kaj dati; ekspr. odpreti komu oči omogočiti mu, da zagleda, spozna stvar, kakršna dejansko je; ekspr. odprla je vse svoje registre zelo glasno je govorila, pela; odpreti usta od začudenja zelo se začuditi; ekspr. ne odpre ust nič ne (spre)govori, reče; ekspr. dobro odpri ušesa poslušaj, prisluhni; ekspr. hoteli so si odpreti vrata za morebitno vrnitev zagotoviti si možnost vrnitve; ekspr. odpreti je moral veliko vrat, da je preskrbel potrebna potrdila moral je iti v veliko uradov; ekspr. zaradi graje se učenčku glava ni odprla ni postal bolj bister, razumen; ekspr. vsak dan se odpre nov grob kdo umre; ekspr. nad vasjo se je odprlo nebo se je močno zabliskalo; ekspr. ob njej se mu je odprlo nebo zelo ga je osrečila; ekspr. prepozno so se jim odprle oči so spoznali stvari, kakršne dejansko so; preg. zlat ključ vsaka vrata odpre z denarjem se vse doseže\n♦ fin. odpreti akreditiv prevzeti obveznost plačati akreditiv; odpreti konto narediti prvo vknjižbo; odpreti tekoči račun; grad. odpreti gradbišče začeti z gradnjo\nodpréti se \n1. pojaviti se razprostrt v širino: na koncu doline se svet odpre / na desno se odpre Bistriška dolina / ekspr. nebo se je odprlo zjasnilo\n // z vrha se odpre lep razgled je; pren. pred njim se je odprla najlepša slika prihodnosti\n2. publ. nastopiti, nastati: pri tako visoki temperaturi se odpro novi problemi / odprlo se je vprašanje tiskarne\n3. ekspr. postati zaupljiv, zgovoren: ob kozarcu vina so se ogreli in odprli / odprl se je pred prijateljem izpovedal mu je svoja čustva, misli\n // srce se srcu odpre\n // knjiž. začeti se zanimati za kaj, sprejemati kaj: odprl se je estetskim idejam romantike; odpreti se modernim tokovom / knjižni jezik se je odprl tujim, zlasti slovanskim besedam začel jih je sprejemati\n● pog. poleti so se posli spet odprli začeli dobro uspevati; jih je bilo veliko; pog. ni se mu odprlo, v čem bi bila tu nesreča ni dojel, spoznal\nodpŕt -a -o \n1. deležnik od odpreti: ptiči so stegovali odprte kljune proti njemu; v roki je držal odprt nož; sejem je bil odprt v začetku meseca; dežnik je imela odprt, čeprav ni deževalo; odprte zapornice; cesta je odprta za ves promet; trgovina je odprta do sedmih zvečer; spati pri odprtem oknu; pusti vrata odprta; odprto imajo samo dopoldne\n2. ki je od več ali vseh strani razmeroma lahko dostopen: na odprtih mestih je zelo pihalo / prostor za naselje so si izbrali na odprti terasi\n // sorazmerno raven, neporasel: prehodili so odprt svet ob progi / spopad vojsk na odprtem polju\n // ki je brez ograje, nezavarovan: odprt sejemski prostor; odprto odlagališče smeti / odprti ogenj\n3. ki je brez strehe: vozi se v odprtem avtomobilu; odprt tovorni voz; odprto kopališče\n // ki ima razmeroma velik izrez, odprtino: ti čevlji so preveč odprti / za te knjige so police dovolj odprte razmaknjene\n // odprta obleka; odprta posoda\n4. publ. nerešen, nedognan: odprti problemi; lotiti se reševanja odprtih zadev; vprašanje je ostalo odprto / odgovori so tu še odprti / konec novele je odprt dopušča različno razumevanje\n5. ki mu lahko prisostvujejo, se ga lahko udeležijo tudi nečlani: odprt partijski sestanek / odprto prvenstvo v smučarskih skokih / lokal odprtega tipa\n6. v povedni rabi ki ima do ljudi in pojavov razumevajoč, strpen odnos: je odprt in iskren človek; kot človek je odprt za vsakogar\n // dovzeten, sprejemljiv: mladi ljudje so zelo odprti do sveta okrog sebe; odprt je za vse lepo, novo / organizacija mora biti odprta za nove pobude\n7. publ. iskren, odkritosrčen: z njim je imel več odprtih pogovorov; polemika med njimi je bila zelo odprta / odprta ljubezenska izpoved\n // javen, očiten: odprt spopad med njima traja že dolgo / ta intervencija je dobila oblike odprte in namerne agresije / poslati komu odprto pismo; postaviti odprto vprašanje\n● ekspr. ves svet ima odprt pred seboj lahko gre kamorkoli; pog. fant je odprte glave bister, nadarjen; ekspr. igrati z odprtimi kartami jasno, odkrito kazati svoje namene; knjiž. ta človek je odprta knjiga očitno kaže svoja čustva, namene; goste so sprejeli z odprtimi rokami gostoljubno, z veseljem; po svetu hoditi z odprtimi očmi dobro opažati, spoznavati stvari, pojave okrog sebe; sanjal je z odprtimi očmi bede; odprto pivo, vino pivo, vino, ki se prodaja sproti natočeno iz soda; ekspr. gledati, poslušati z odprtimi usti zelo pazljivo; zelo začudeno; ekspr. ni mogel verjeti, da je našel odprta ušesa da so ga poslušali, uslišali; pesn. odprta noč in dan so groba vrata človek lahko vsak trenutek umre; pustite mi odprto nezaklenjeno\n♦ agr. odprti hlev hlev brez ene ali dveh sten; anat. odprti prelom kosti prelom, pri katerem kost predre kožo; avt. odprta cesta cesta, na kateri ni omejitve hitrosti; odprta karoserija karoserija s premično ali zložljivo streho; ekon. odprti trg trg, ki je dostopen vsem proizvajalcem; etn. odprto ognjišče od tal dvignjen prostor za kurjenje in pripravo hrane; geogr. odprto morje morje, ki je stran od obale, zalivov in otokov; gozd. odprti gozd gozd, katerega izkoriščanje je zaradi ustreznih prometnih povezav mogoče, ekonomično; jur. odprti oddelek kazenskega poboljševalnega zavoda oddelek zavoda brez posebnega nadzorstva in brez zavarovanja; politika odprtih vrat ob koncu 19. in v začetku 20. stoletja politika velesil, temelječa na dogovoru o enakih pogojih gospodarskega udejstvovanja na Kitajskem in v nekaterih afriških deželah; kem. odprta veriga atomov razporeditev atomov v spojini v črti; kor. odprta plesna drža plesna drža, pri kateri se plesalca držita samo z eno roko; lov. lov na divjega petelina, srnjaka je odprt začel se je čas, ko je dovoljen lov na divjega petelina, srnjaka; mat. odprti interval interval, v katerem meji intervala nista vključeni; med. odprta telesna poškodba poškodba z rano; odprta rana rana, ki je v neposredni zvezi z zunanjim svetom; odprta tuberkuloza tuberkuloza, pri kateri so v izpljunku bacili; odprto zdravljenje opeklin, ran zdravljenje opeklin, ran brez povoja; navt. odprta luka luka, v katero je dostop mogoč ob vsakem času; soc. odprt družbeni sistem družbeni sistem, v katerem ni ovir za spreminjanje poklicnega, družbenega, razrednega položaja človeka; šport. odprta igra igra, pri kateri igrata obe moštvi predvsem napadalno; voj. odprto mesto mesto, ki ga vojskujoče se strani po sporazumu ne uničujejo, bombardirajo; prisl.: odprto gledati, opazovati; živeti odprto do vsega; sam.: zaveslal je daleč na odprto na odprto morje; na odprtem je hladno velo; hoditi po odprtem\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
ognjíšče,"ognjíšče -a s (í) \n1. kraj, prostor z nezavarovanim ognjem, navadno v kuhinji: na ognjišču so prasketala drva; sedeti ob ognjišču; mati je stala pred ognjiščem / ognjišče peči / kovaško ognjišče na katerem se z ogljem ali koksom razžarjajo kosi kovine pred kovanjem\n // odprto ognjišče\n● pesn. domače ognjišče dom, družina; ekspr. ustvariti si lastno ognjišče dom, družino; knjiž. ugaslo ognjišče zapuščen dom, zapuščena hiša; zastar. železno ognjišče železni štedilnik; knjiž. v vasi je ostalo le še pet ognjišč naseljenih hiš\n2. knjiž. žarišče, središče: odkrivati bolezenska ognjišča; ognjišče potresa / kulturna ognjišča; ta področja so bila ognjišča vstaje\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
orosíti,"orosíti -ím dov., orósil (ī í) z rošenjem zmočiti, ovlažiti: dež je orosil steklo, šipo; očala so se mu orosila / pot mu je orosil čelo; solze so ji orosile lica\n // nekoliko zmočiti, ovlažiti: orositi kaktuse, liste; orositi z vodo / orositi z limonovim sokom pokapati; pesn. kri junakov je orosila zemljo\n● ekspr. vsem so se orosile oči postali so solzni\norošèn -êna -o: orošena očala; orošeno ogledalo, okno; gledala ga je z orošenimi očmi\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
osípati,"osípati -am tudi -ljem nedov. (ī ȋ) \n1. obdajati rastline z zemljo: osipati koruzo, krompir; osipati vrtnice; okopavati in osipati\n2. povzročati, da kaj v večjih količinah odpada: veter osipa cvete, suho listje\n● osipati pepel s cigare otresati\nosípati se \n1. v večjih količinah odpadati: cveti se že osipajo; grozdje gnije in se osipa; suho listje se osipa\n // izgubljati cvete, liste, seme: jeseni se drevje osipa; jasmin se že osipa; pšenica je tako zrela, da se osipa zelo zrela; pren., pesn. predstava o sreči se v meni osipa\n● žarg. razredi se osipajo prvotno število učencev v razredih se manjša; žarg. študenti se v tem obdobju zelo osipajo prvotno število študentov se manjša\n♦ agr. ta sorta trte se osipa njeni cveti neoplojeni odpadajo\n2. knjiž., ekspr. minevati: dan se osipa / prva mladost se ji že osipa\nosipajóč -a -e: osipajoča se leska; osipajoče se cvetje\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
osúti se,"osúti se ospèm se dov., ospí se ospíte se; osúl se in osùl se osúla se in ospèl se in ospél se ospéla se; osút (ú ȅ) pesn. osuti se osujem se: cvetje se ospe / ljubezen, sreča se kmalu ospe mine, preide\n● star. izpuščaj se ospe izpusti\nospèl in ospél -éla -o: ospeli cvetovi\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
ozvézdje,"ozvézdje -a s (ẹ̑) astr. del nebesne krogle s skupino zvezd v določeni razvrstitvi: ozvezdja živalskega kroga; največja zvezda v ozvezdju Lire\n // knjiž. skupina zvezd, zvezde sploh: komet je zasijal, nato pa za vedno izginil v neskončnem ozvezdju; pren., pesn. njune oči so bile novo, tisti trenutek odkrito ozvezdje \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
pásti,"pásti pásem nedov. (á) skrbeti za živali, ki trgajo travo, dele rastlin z namenom nahraniti se: sosedovi otroci že pasejo; vsako jutro mora pasti; pasti konje, koze, krave, ovce; pasti živino na planini / pasti prašiče v bukovih, hrastovih gozdovih; pren., pesn. luna pase srebrno čredo\n● ekspr. pasti dolgčas dolgočasiti se; star. duše pasti opravljati duhovniški poklic; ekspr. ostaja doma in pase jezo in žalost se jezi in žalosti; ekspr. saj nisva skupaj krav pasla nisva enaka, iste starosti, izobrazbe; ekspr. če nisi za šolo, pa pojdi krave past loti se drugega, umsko nezahtevnega dela; ekspr. to se je zgodilo, ko sem še krave pasel ko sem bil še majhen; pog. dojenček že pase kravice lahko leži na trebuhu z dvignjeno glavo in oprt na roke; ekspr. lenobo pasti lenariti; pog. pasti mulo kazati jezo, nejevoljo, navadno z vztrajnim molkom; ekspr. pasti oči, poglede na kom radovedno, poželjivo ga gledati; ekspr. pasti radovednost, zijala zadrževati se kje in si radovedno ogledovati kaj; star. pri tej hiši so večkrat pasli uši imeli uši; ekspr. paznik jih je neprestano pasel (z očmi) opazoval, nadziral\npásti se trgati travo, dele rastlin z namenom nahraniti se: čreda se pase na planini; krave se pridno pasejo; pasti se na pašniku, po pokošenih travnikih; pren., ekspr. meglice se pasejo po pobočjih; beli oblački se pasejo po nebu\n // pobirati hrano s kljunom, gobcem in jesti: kokoši se pasejo po travniku; muhe se pasejo po ostankih jedi / svinje se pasejo v žiru / čebele, čmrlji se pasejo nabirajo med\n● ekspr. čutim, da se bolezen pase po meni čutim, da bom zbolel; čutim, da sem bolan; star. več let se je pasel na moje stroške živel; ekspr. pasel se je ob pogledu na njeno lepoto se je naslajal, užival; ekspr. pasli so se nad njegovo zadrego uživali; ekspr. poseda po gostilnah in si pase trebuh veliko, z užitkom jé\npasóč -a -e: pasoč krave, je prebiral knjige; zagledali so konja, pasočega se na njivi; pasoča se čreda\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
perút,"perút -i ž (ȗ) \n1. nav. mn. organ za letanje na trupu ptičev: razprostreti peruti; zlomiti si perut; koklja je skrila piščeta pod peruti; mahati, udarjati s perutmi / ekspr. prepeljati se na perutih čez dolino / pesn., z oslabljenim pomenom prepuščati se perutim domišljije\n // takemu organu podoben del telesa na upodobljenih bajeslovnih bitjih: motiv bika, konja s perutmi / perut angela se je pri prevozu poškodovala\n2. ekspr., navadno s prilastkom kar je podobno takemu organu: peruti klopotca, vetrnice / peruti fraka škrici; peruti pokrivala\n3. nar. zahodno slamnat napušč, nadstrešek: perut je molela daleč čez zid / strešna perut\n4. star. del ključa, ki prijemlje v ključavnico; brada: hotel je odkleniti vrata, pa je zlomil perut\n5. etn. ukrivljena deščica, skozi katero teče nit, ko se navija na vreteno kolovrata: perut se je enakomerno vrtela\n● ekspr. jezdijo, kot bi jih nosile peruti zelo hitro; ekspr. spet so jim zrasle peruti spet so postali (preveč) samozavestni, aktivni; ekspr. to mu je dalo peruti to ga je spodbudilo, navdušilo, opogumilo, navadno pri kakem delu; ekspr. strah nam je dal peruti zaradi strahu smo začeli hitro hoditi, se premikati; knjiž., ekspr. njegov ustvarjalni genij je dobil, razprostrl peruti postal je zelo delaven, ustvarjalen; pog. pristriči komu peruti omejiti, onemogočiti mu dejavnost, svobodo; pesn. noč je razprostrla peruti znočilo se je; knjiž., ekspr. vzeti koga pod peruti začeti ga varovati, ščititi\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
péti,"péti pôjem nedov., pój pójte tudi pôj pôjte; pél (ẹ́ ó) \n1. oblikovati tone, melodije z govorilnimi organi: dolgo v noč sta še pela; zibala je otroka in mu pela; glasno, veselo, žalostno peti; poje kot slavček zelo lepo\n // peti od sreče, veselja; peti si v tolažbo / na vasi so peli fantje / ne zna peti / ekspr. glasovi so peli zdaj milo, zdaj otožno\n // preh. izražati, posredovati določeno besedilo s petjem: te pesmi pojejo ob bedenju pri mrliču; peti podoknice, uspavanko, žalostinko; navdušeno, ubrano, ekspr. od srca peti narodne pesmi; to pesem znajo prav peti samo domačini; partizansko pesem je začel bolj recitirati kakor peti / tiho je pel (pesem) o ljubezni, svobodi; pren., pesn. nebo je pelo himno lepote poslavljajočemu se soncu\n2. glasbeno se izražati z glasom: peti ob spremljavi klavirja; učiti se peti / peti po notah, star. iz not; not ne pozna, zato poje le po posluhu; peti nizko, visoko z nizkim, visokim glasom\n // peti alt, bas, sopran / ekspr. navadno poje junaške vloge besedila za te vloge\n // arijo iz opere poje znana solistka; vse pesmi bo zapel otroški zbor\n // ukvarjati se, navadno poklicno, s petjem: poje pri zboru, kot solist; peti v operi; nehala je peti / pog. več let je pela na koru bila je cerkvena pevka\n3. ekspr. izražati misli v vezani besedi: veliko je pel o bratstvu, ljubezni, soncu / ta pesnik poje zelo žalostno vsebina njegovih pesmi je žalostna\n // star. pesniti: pel jim je v domačem jeziku / pel je nesmrtne pesmi / na tvojo lepoto zdaj pojem\n4. ekspr. govoriti, pripovedovati: ti kar komu drugemu poj o tem, meni ni treba; nikar mi več ne poj; lepo poješ, vendar te ne bom poslušal; vedno poje eno in isto\n5. oglašati se z določenimi, za posamezno vrsto (ptic, žuželk) značilnimi glasovi: v grmovju pojejo ptiči; slavček je pel vso noč; vsak večer posluša, kako pojejo črički, murni\n6. ekspr. dajati, oddajati enakomerno ponavljajoče se zvoke: jeklo je pod udarci čudno pelo; strune, žice so pele / zvonovi so peli čez hribe in doline / motor je enakomerno pel brnel\n // z oslabljenim pomenom izraža delovanje, dejanje sploh: poletje je in grablje pojejo; pile in žage pojejo ves dan / pisalni stroji so peli; telefon je pel vse dopoldne zvonil\n // puške in topovi so neutrudno peli\n● ekspr. cepec v njegovih rokah ni več pel kakor nekdaj nič več ni mogel tako mlatiti, delati; nič več ni bil tako močen; ekspr. duša mu poje od sreče, veselja zelo je srečen, vesel; ekspr. v teh vaseh zelo pojejo izgovarjajo besede, stavke tako, da je melodija izrazita; ekspr. kadar je nagajal, je pela leskovka, šiba je bil tepen z leskovo palico, šibo; je bil tepen sploh; ekspr. o tem poje neka stara pesem to je vsebina pesmi; ekspr. pri nas je v glavnem pela polenta smo jedli v glavnem polento; ekspr. v gozdu je pela sekira v gozdu so sekali; pog. radio mu poje od jutra do večera ga posluša; ekspr. kar naprej mu pojejo hvalo, slavo zelo ga hvalijo, slavijo; šalj. žena mu spet poje levite ga ošteva; pog. ob letu bo pel novo mašo bo postal duhovnik; ekspr. utegne ti huda, slaba, trda peti lahko boš težko živel; boš v neprijetnem, nevarnem položaju; pog. čez peti z višjim glasom spremljati melodijo; peti naprej pri dvoglasnem ali večglasnem petju peti vodilno melodijo\n♦ lov. divji petelin poje se oglaša z značilnim glasom v času parjenja; muz. dvoglasno, enoglasno peti\npojóč -a -e: njen pojoči glas mu zelo ugaja; pojoči udarci kladiv; pojoča skupina mladih; prisl.: pojoče govoriti; glas se mu je pojoče spreminjal\npét -a -o: pesem se je širila v peti obliki; med ljudstvom pete pesmi\n♦ rel. peta maša maša, pri kateri se posamezna besedila pojejo\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
plamenéti,"plamenéti -ím nedov. (ẹ́ í) \n1. goreti s plamenom: ogenj plameni / po hribih plamenijo kresovi; brezoseb. v peči plameni; senik je plamenel kot bakla / ob postelji so plamenele sveče\n2. knjiž. dajati močen sij, žar; goreti: nebo je plamenelo v večerni zarji / pesn. njene oči so plamenele\n3. knjiž. biti, obstajati v veliki meri; goreti: v njem je plamenela ljubezen, strast; v srcu je plamenelo sovraštvo / v očeh ji plameni radost\n // v zvezi z od biti zelo čustveno vznemirjen: ves je plamenel od jeze, nestrpnosti, razburjenja, sovraštva\n4. knjiž., v zvezi z za izražati, kazati veliko prizadevnost, navdušenje; goreti: plamenel je za resnico\n● knjiž., ekspr. na polju plameni mak cvete z rdečim cvetom; knjiž., ekspr. lica ji plamenijo od zadrege zelo je zardela\nplamenèč -éča -e: plameneč pogled; plameneča ljubezen; s plamenečo trsko je prižgal grmado; šopek plamenečih vrtnic; hladila si je plameneča lica; prisl.: plameneče ljubiti\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
plamtéti,"plamtéti -ím nedov. (ẹ́ í) \n1. goreti s plamenom: ogenj ni ugasnil, a plamtel ni več / po hribih so plamteli kresovi\n2. knjiž. dajati močen sij, žar; goreti: nebo plamti / pesn. njene oči so plamtele\n3. knjiž. biti, obstajati v veliki meri; goreti: v njej je plamtelo navdušenje; v srcu je plamtel ogenj sovraštva / v očeh mu plamti veselje\n // v zvezi z od biti zelo čustveno vznemirjen: plamteti od ljubezni; ves je plamtel od jeze, razburjenja, sovraštva\n4. knjiž., v zvezi z za izražati, kazati veliko prizadevnost, navdušenje; goreti: plamtel je za svobodo\n● knjiž., ekspr. na vrtu plamtijo vrtnice cvetejo z rdečimi cveti; knjiž., ekspr. lica ji kar plamtijo od sramu zelo je zardela\nplamtèč -éča -e: plamteče bakle; plamteče domoljubje; hladila si je plamteča lica; gleda ga s plamtečimi očmi; prisl.: plamteče je utiral pot novim spoznanjem\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
podrhtévati,"podrhtévati -am nedov. (ẹ́) v presledkih drhteti: podrhtevati od mraza; roka mu je rahlo podrhtevala / glas ji je podrhteval / ekspr. obraz ji podrhteva v joku joka se; pren., pesn. listje podrhteva v vetru\n● knjiž. v očeh ji podrhteva skrivnosten blesk je zaznaven, opazen; knjiž. v srcu mu je podrhtevalo bil je zelo čustveno vznemirjen \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
poljána,"poljána -e ž (á) knjiž. \n1. obdelan, kultiviran svet, zlasti glede na lep videz: cvetna, narcisna, žitna poljana / v grški in rimski mitologiji elizijske poljane\n2. obsežnejši, razmeroma raven svet; polje: na južnem delu poljane bodo zgradili novo naselje / ko je bil v Parizu, se je večkrat sprehajal po Elizejskih poljanah\n● publ. bele poljane smučišča; pesn. bojna poljana bojišče\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
